                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    156,                0.50603,                0.61507,                0.92676,                0.86364,                0.97143,                0.93842,                0.86629,                0.38652,                0.46177,                0.85537,               0.004885,               0.004885,               0.004885
                    157,                0.47985,                0.64642,                0.90559,                0.85788,                0.96708,                0.93419,                0.86388,                0.41417,                0.49157,                0.88453,               0.004852,               0.004852,               0.004852
                    158,                0.50478,                0.68018,                 0.8907,                0.84578,                0.98533,                0.93683,                0.87713,                0.39273,                0.47818,                0.87113,               0.004819,               0.004819,               0.004819
                    159,                 0.4501,                0.59498,                0.93914,                0.83596,                0.98571,                 0.9352,                 0.8815,                0.38846,                0.49372,                0.86289,               0.004786,               0.004786,               0.004786
                    160,                0.47338,                0.73348,                0.90483,                0.85737,                 0.9697,                0.93761,                0.88897,                0.36472,                0.46835,                0.84224,               0.004753,               0.004753,               0.004753
                    161,                0.46928,                0.66007,                0.87449,                0.86087,                      1,                0.93731,                0.88465,                0.34765,                0.47162,                 0.8431,                0.00472,                0.00472,                0.00472
                    162,                0.49599,                 0.7175,                0.91006,                0.91117,                0.95077,                0.93062,                 0.8805,                0.32784,                 0.4863,                0.83484,               0.004687,               0.004687,               0.004687
                    163,                0.49019,                0.69098,                 0.8916,                0.90194,                0.95078,                0.93235,                0.88885,                0.32761,                0.47889,                0.82377,               0.004654,               0.004654,               0.004654
                    164,                0.53596,                0.66427,                0.90607,                  0.892,                0.91968,                0.92537,                0.88915,                 0.3306,                0.43137,                0.82216,               0.004621,               0.004621,               0.004621
                    165,                0.43629,                0.59579,                0.86045,                0.90645,                0.93208,                0.93637,                0.88429,                0.31599,                0.42185,                0.81446,               0.004588,               0.004588,               0.004588
                    166,                0.49301,                 0.7377,                0.89489,                0.85837,                0.97986,                0.93851,                0.89122,                0.33126,                0.43903,                0.82197,               0.004555,               0.004555,               0.004555
                    167,                0.45952,                0.65255,                0.94533,                0.83432,                0.96368,                0.93988,                0.89129,                0.33577,                0.44213,                0.82275,               0.004522,               0.004522,               0.004522
                    168,                0.46599,                0.65989,                0.94597,                0.85078,                0.97606,                0.93618,                 0.8825,                0.34293,                0.43177,                0.82287,               0.004489,               0.004489,               0.004489
                    169,                0.42861,                0.78193,                0.90403,                0.84694,                0.96051,                0.93451,                0.87627,                0.33215,                0.42487,                0.81754,               0.004456,               0.004456,               0.004456
                    170,                0.48551,                 0.6876,                0.88415,                0.85723,                0.95153,                0.93387,                0.88414,                0.32827,                0.41859,                0.81383,               0.004423,               0.004423,               0.004423
                    171,                0.43971,                0.59074,                0.90242,                0.89036,                0.93599,                 0.9304,                0.88042,                0.34164,                0.42851,                0.81674,                0.00439,                0.00439,                0.00439
                    172,                0.49226,                0.79704,                0.90383,                0.84633,                 0.9603,                0.93064,                0.88277,                0.32929,                 0.4318,                0.80953,               0.004357,               0.004357,               0.004357
                    173,                0.50238,                0.64101,                 0.8888,                0.83177,                0.97902,                0.93284,                0.88777,                0.32455,                0.46311,                0.80745,               0.004324,               0.004324,               0.004324
                    174,                0.41023,                0.58855,                0.88229,                0.82371,                0.96429,                 0.9315,                0.88079,                 0.3238,                0.45599,                0.80733,               0.004291,               0.004291,               0.004291
                    175,                0.41682,                0.59309,                 0.8708,                 0.8538,                0.98214,                0.93484,                0.89383,                 0.3161,                0.43987,                0.80762,               0.004258,               0.004258,               0.004258
                    176,                0.47559,                0.62012,                0.90116,                0.84942,                0.98214,                0.94046,                0.89556,                0.30807,                0.42974,                0.80431,               0.004225,               0.004225,               0.004225
                    177,                0.44488,                0.63869,                0.89539,                0.84341,                0.98214,                0.94229,                0.89129,                0.32134,                0.42308,                0.79871,               0.004192,               0.004192,               0.004192
                    178,                0.50935,                 0.5733,                0.93132,                0.85161,                0.98214,                0.93503,                0.88107,                0.34323,                0.41115,                0.81231,               0.004159,               0.004159,               0.004159
                    179,                0.47471,                0.66364,                0.92282,                0.84653,                0.96786,                0.93621,                0.88697,                0.33443,                0.40505,                0.81069,               0.004126,               0.004126,               0.004126
                    180,                0.48022,                0.59868,                0.92191,                0.85242,                0.96786,                0.93659,                0.88846,                0.34763,                0.41237,                0.82468,               0.004093,               0.004093,               0.004093
                    181,                0.46508,                0.62472,                0.93112,                 0.8458,                0.95357,                0.93286,                0.88051,                0.34961,                0.40744,                0.82558,                0.00406,                0.00406,                0.00406
                    182,                0.45062,                0.59355,                0.90489,                0.82988,                      1,                0.93795,                0.86653,                0.38388,                0.41393,                0.84301,               0.004027,               0.004027,               0.004027
                    183,                0.42373,                0.64371,                0.86874,                 0.8316,                      1,                0.93306,                0.88236,                0.33349,                0.40528,                0.81548,               0.003994,               0.003994,               0.003994
                    184,                0.48429,                 0.6465,                 0.8871,                0.84005,                      1,                0.94117,                0.90171,                0.30271,                0.39069,                0.79886,               0.003961,               0.003961,               0.003961
                    185,                0.42268,                0.66231,                0.86282,                0.82829,                      1,                0.93624,                0.89828,                 0.3052,                0.39855,                0.79693,               0.003928,               0.003928,               0.003928
                    186,                0.42027,                0.54242,                 0.8716,                0.81929,                      1,                0.93664,                0.89266,                0.32109,                0.39871,                0.79504,               0.003895,               0.003895,               0.003895
                    187,                0.41381,                0.57571,                0.88351,                0.86354,                 0.9567,                0.93943,                0.89514,                0.28933,                0.39705,                0.78842,               0.003862,               0.003862,               0.003862
                    188,                0.43483,                0.58722,                0.90806,                0.88293,                0.93571,                  0.932,                0.89353,                0.31069,                0.39752,                0.79078,               0.003829,               0.003829,               0.003829
                    189,                0.45221,                0.70034,                0.89441,                0.83165,                0.98752,                0.93717,                0.90754,                 0.2884,                 0.3849,                 0.7877,               0.003796,               0.003796,               0.003796
                    190,                 0.4011,                0.56223,                0.87786,                0.82048,                      1,                0.93852,                 0.8981,                0.30095,                0.39999,                0.79439,               0.003763,               0.003763,               0.003763
                    191,                0.41915,                0.66227,                0.89411,                0.87237,                0.96018,                0.93316,                0.90671,                0.28419,                0.38748,                0.79245,                0.00373,                0.00373,                0.00373
                    192,                0.46071,                0.62815,                0.92279,                0.86451,                0.97903,                0.94179,                0.91025,                0.28272,                0.39369,                0.79151,               0.003697,               0.003697,               0.003697
                    193,                0.45617,                0.62516,                0.91512,                0.83553,                0.98571,                0.93815,                0.89279,                0.28789,                0.40053,                0.79511,               0.003664,               0.003664,               0.003664
                    194,                0.44779,                0.58626,                0.90001,                0.83928,                      1,                0.94046,                0.89945,                 0.2848,                0.39664,                0.79463,               0.003631,               0.003631,               0.003631
                    195,                0.41073,                0.57559,                0.88613,                0.84142,                      1,                0.93038,                0.88285,                0.28127,                0.39471,                0.79091,               0.003598,               0.003598,               0.003598
                    196,                0.42943,                0.60372,                0.95834,                0.86202,                0.98926,                0.93397,                0.88894,                0.27697,                0.37413,                0.78766,               0.003565,               0.003565,               0.003565
                    197,                0.41425,                0.59379,                0.89858,                0.87486,                0.97191,                0.93354,                0.89102,                0.27123,                0.37229,                 0.7851,               0.003532,               0.003532,               0.003532
                    198,                0.42428,                0.56884,                 0.8532,                0.85918,                0.97582,                0.93359,                0.87818,                0.29475,                0.38237,                0.78959,               0.003499,               0.003499,               0.003499
                    199,                0.41463,                0.56149,                 0.8507,                0.89446,                0.93214,                0.93547,                0.89691,                0.28939,                 0.3843,                0.79265,               0.003466,               0.003466,               0.003466
                    200,                0.38206,                0.63983,                0.87633,                0.86002,                0.97336,                0.93398,                0.89445,                 0.2904,                0.37412,                0.79546,               0.003433,               0.003433,               0.003433
                    201,                0.44577,                0.61382,                0.95759,                0.87092,                0.97389,                 0.9388,                0.90386,                0.29272,                0.37752,                0.79128,                 0.0034,                 0.0034,                 0.0034
                    202,                0.51709,                0.72619,                 0.9265,                0.87676,                0.96759,                0.93339,                0.89672,                0.28425,                0.37152,                0.78661,               0.003367,               0.003367,               0.003367
                    203,                0.37713,                0.53924,                 0.8925,                0.87388,                0.95197,                0.93766,                0.91249,                0.28138,                0.37148,                 0.7865,               0.003334,               0.003334,               0.003334
                    204,                0.41225,                0.54909,                 0.9018,                0.87104,                0.95357,                0.94005,                0.91748,                0.29407,                0.37974,                0.79695,               0.003301,               0.003301,               0.003301
                    205,                0.42987,                0.56943,                0.87812,                0.85843,                0.95357,                0.93672,                0.91166,                0.28696,                0.37675,                 0.7947,               0.003268,               0.003268,               0.003268
                    206,                0.40548,                0.61612,                0.89015,                0.84332,                0.98214,                0.93617,                0.90601,                0.28394,                0.38784,                0.79401,               0.003235,               0.003235,               0.003235
                    207,                0.37509,                0.57509,                0.87453,                0.86196,                0.97976,                0.93952,                0.90062,                0.29374,                0.39007,                0.79376,               0.003202,               0.003202,               0.003202
                    208,                0.38946,                0.59716,                0.83996,                0.84056,                      1,                0.93299,                0.90374,                 0.2722,                0.37781,                 0.7882,               0.003169,               0.003169,               0.003169
                    209,                0.43697,                0.60335,                0.87967,                0.84431,                0.99997,                0.93443,                0.91339,                 0.2737,                0.37734,                0.78864,               0.003136,               0.003136,               0.003136
                    210,                0.39709,                0.60767,                0.87773,                0.84536,                0.99053,                0.93886,                0.91923,                 0.2669,                0.36988,                0.78587,               0.003103,               0.003103,               0.003103
                    211,                 0.4105,                0.59797,                0.88533,                0.87863,                0.97539,                0.93662,                0.91217,                0.26817,                0.36406,                0.78295,                0.00307,                0.00307,                0.00307
                    212,                0.43317,                0.64388,                 0.8756,                0.87471,                0.97451,                0.93121,                0.91469,                0.26686,                0.37713,                0.78536,               0.003037,               0.003037,               0.003037
                    213,                0.38056,                0.56989,                0.87984,                0.86091,                0.99504,                0.93291,                0.91691,                0.29206,                0.37802,                0.79593,               0.003004,               0.003004,               0.003004
                    214,                0.44861,                0.63915,                0.92318,                0.86009,                0.96803,                0.93393,                0.91199,                 0.3034,                0.37188,                0.80046,               0.002971,               0.002971,               0.002971
                    215,                0.37867,                0.56789,                0.88041,                 0.8501,                0.97597,                0.93648,                0.91484,                0.28632,                0.38801,                0.79416,               0.002938,               0.002938,               0.002938
                    216,                0.42697,                0.62422,                0.86699,                0.84662,                0.97636,                0.93288,                0.91187,                0.27984,                0.39467,                0.78987,               0.002905,               0.002905,               0.002905
                    217,                0.38869,                0.67235,                0.88315,                0.83556,                0.99449,                0.93809,                0.91773,                0.27096,                0.39917,                0.78547,               0.002872,               0.002872,               0.002872
                    218,                0.34367,                0.55355,                0.85796,                0.84335,                0.99584,                0.93583,                0.91204,                0.27593,                0.39358,                0.78728,               0.002839,               0.002839,               0.002839
                    219,                0.35802,                0.57592,                  0.842,                0.84737,                      1,                0.93699,                0.89808,                 0.3234,                0.40114,                0.80518,               0.002806,               0.002806,               0.002806
                    220,                 0.4263,                0.59682,                0.88695,                 0.8473,                      1,                0.93567,                0.90451,                0.30162,                0.38083,                0.79841,               0.002773,               0.002773,               0.002773
                    221,                0.35371,                0.54041,                0.87308,                0.84849,                      1,                0.93901,                0.90749,                0.28714,                0.37956,                0.78694,                0.00274,                0.00274,                0.00274
                    222,                0.36708,                0.61915,                 0.8753,                0.84007,                      1,                0.93652,                0.90094,                0.29133,                0.37728,                0.78731,               0.002707,               0.002707,               0.002707
                    223,                0.40303,                0.52487,                0.89163,                0.83906,                      1,                 0.9368,                0.90273,                0.32084,                 0.3831,                0.80552,               0.002674,               0.002674,               0.002674
                    224,                0.39828,                0.59453,                0.85637,                0.84308,                      1,                0.93439,                0.90297,                 0.3164,                0.38654,                 0.8141,               0.002641,               0.002641,               0.002641
                    225,                0.36313,                0.50454,                0.86771,                0.84516,                      1,                0.93566,                 0.9142,                0.30334,                0.38704,                0.81462,               0.002608,               0.002608,               0.002608
                    226,                0.36223,                0.56991,                0.88334,                0.84234,                0.98644,                 0.9381,                 0.9096,                0.31063,                0.37403,                0.81631,               0.002575,               0.002575,               0.002575
                    227,                0.40731,                0.62318,                0.86299,                0.85174,                 0.9851,                0.93566,                0.90361,                 0.3171,                0.36561,                0.82241,               0.002542,               0.002542,               0.002542
                    228,                0.41845,                 0.5517,                0.91905,                0.84171,                      1,                0.93204,                 0.9079,                0.30167,                 0.3703,                0.80789,               0.002509,               0.002509,               0.002509
                    229,                0.38392,                0.54849,                0.83484,                0.84538,                0.98214,                0.93264,                0.91837,                 0.2881,                0.37035,                0.80016,               0.002476,               0.002476,               0.002476
                    230,                0.36118,                0.50644,                 0.8787,                0.85002,                0.98214,                 0.9357,                0.91958,                0.28123,                0.37813,                0.79467,               0.002443,               0.002443,               0.002443
                    231,                0.38015,                0.53253,                0.84434,                0.85154,                0.98214,                0.93678,                0.91089,                0.28844,                0.39972,                0.79288,                0.00241,                0.00241,                0.00241
                    232,                0.34675,                0.52986,                0.82255,                0.85873,                0.98214,                0.93866,                0.90579,                0.29641,                0.39658,                0.79705,               0.002377,               0.002377,               0.002377
                    233,                0.34875,                0.53151,                0.85917,                0.87561,                0.98099,                0.93951,                0.91284,                0.27257,                0.37238,                0.78499,               0.002344,               0.002344,               0.002344
                    234,                0.39378,                0.58188,                0.88475,                0.88025,                0.97455,                0.93701,                0.91729,                0.25018,                0.37166,                0.77759,               0.002311,               0.002311,               0.002311
                    235,                0.33114,                0.53877,                0.88882,                0.84806,                0.96786,                 0.9354,                0.91849,                 0.2401,                0.36181,                0.77539,               0.002278,               0.002278,               0.002278
                    236,                0.32399,                0.48428,                0.85408,                0.84651,                0.96786,                 0.9374,                 0.9241,                0.22892,                0.35686,                0.77179,               0.002245,               0.002245,               0.002245
                    237,                  0.322,                0.54555,                0.86983,                0.85457,                0.97358,                0.93566,                0.92208,                0.23147,                0.34961,                0.77057,               0.002212,               0.002212,               0.002212
                    238,                0.36406,                0.58184,                0.83217,                0.84551,                0.97793,                0.93975,                0.92356,                0.23435,                0.34797,                0.77377,               0.002179,               0.002179,               0.002179
                    239,                0.36084,                0.52002,                0.84986,                0.85874,                0.96765,                0.94017,                0.91639,                0.24892,                0.33863,                0.77858,               0.002146,               0.002146,               0.002146
                    240,                0.39213,                0.64995,                0.89892,                0.84217,                      1,                 0.9434,                0.92518,                0.25042,                 0.3383,                0.78205,               0.002113,               0.002113,               0.002113
                    241,                0.30515,                0.60891,                0.84988,                0.84268,                      1,                0.94048,                0.91568,                0.25773,                0.33955,                0.78625,                0.00208,                0.00208,                0.00208
                    242,                0.36572,                0.53686,                0.88463,                0.84193,                      1,                 0.9333,                0.90166,                 0.2611,                0.33523,                0.78621,               0.002047,               0.002047,               0.002047
                    243,                0.31682,                0.48295,                0.83958,                0.84129,                0.98571,                0.93621,                0.90543,                0.25846,                0.34045,                0.78654,               0.002014,               0.002014,               0.002014
                    244,                0.32603,                0.51596,                 0.8559,                0.84951,                0.98571,                0.93383,                0.90546,                0.25232,                0.33093,                0.78108,               0.001981,               0.001981,               0.001981
                    245,                0.30212,                0.53448,                0.83751,                0.84716,                 0.9861,                0.94122,                0.91484,                0.25342,                0.33556,                0.78444,               0.001948,               0.001948,               0.001948
                    246,                0.33202,                0.54627,                0.84772,                0.85076,                      1,                 0.9339,                  0.906,                0.26702,                 0.3428,                0.79139,               0.001915,               0.001915,               0.001915
                    247,                0.34861,                0.54117,                0.85276,                0.85445,                0.97841,                 0.9371,                 0.9064,                0.26828,                0.34561,                0.79092,               0.001882,               0.001882,               0.001882
                    248,                0.33843,                0.55036,                0.85527,                0.84962,                0.97903,                 0.9371,                0.91382,                0.26468,                0.34699,                0.78849,               0.001849,               0.001849,               0.001849
                    249,                0.30068,                0.48708,                0.87178,                0.84102,                0.99185,                0.93807,                0.92161,                0.25778,                0.34918,                0.78594,               0.001816,               0.001816,               0.001816
                    250,                0.30518,                0.48672,                0.85232,                0.85603,                0.97867,                0.94134,                 0.9273,                0.25731,                0.35409,                 0.7861,               0.001783,               0.001783,               0.001783
                    251,                0.32655,                0.60728,                0.83927,                0.85501,                0.98018,                0.93721,                0.91745,                0.25444,                  0.362,                0.78168,                0.00175,                0.00175,                0.00175
                    252,                0.30743,                0.52293,                0.86506,                0.84239,                0.98571,                0.94098,                0.92302,                0.24825,                0.35887,                0.77904,               0.001717,               0.001717,               0.001717
                    253,                 0.3443,                 0.4512,                0.88607,                0.83457,                0.98571,                 0.9407,                 0.9318,                0.24003,                0.36003,                0.77413,               0.001684,               0.001684,               0.001684
                    254,                0.32876,                0.49918,                0.84168,                 0.8379,                      1,                 0.9412,                0.93145,                0.23273,                0.34967,                0.76978,               0.001651,               0.001651,               0.001651
                    255,                0.33113,                0.51933,                0.83063,                0.84313,                 0.9728,                0.93402,                0.91278,                 0.2343,                0.34248,                0.76496,               0.001618,               0.001618,               0.001618
                    256,                0.31147,                0.46223,                0.89652,                0.84656,                0.97048,                0.93409,                0.91334,                0.24038,                0.34944,                0.76615,               0.001585,               0.001585,               0.001585
                    257,                0.34226,                0.56198,                0.87902,                0.84719,                0.96869,                0.93723,                 0.9173,                0.24715,                0.34568,                0.77029,               0.001552,               0.001552,               0.001552
                    258,                0.35433,                0.58042,                0.86605,                0.85274,                0.97203,                0.94009,                0.91631,                0.23643,                0.34438,                0.76557,               0.001519,               0.001519,               0.001519
                    259,                0.32732,                0.45984,                0.88846,                0.85414,                0.97498,                0.94548,                0.93515,                 0.2278,                0.34001,                 0.7647,               0.001486,               0.001486,               0.001486
                    260,                0.32709,                0.56449,                0.87417,                0.84953,                0.98214,                0.94107,                0.92489,                 0.2258,                0.33743,                0.76467,               0.001453,               0.001453,               0.001453
                    261,                0.31704,                0.48909,                0.85973,                0.84594,                0.98214,                0.94185,                0.92075,                0.22903,                0.33514,                0.76657,                0.00142,                0.00142,                0.00142
                    262,                0.33825,                  0.449,                 0.8638,                0.84733,                0.98214,                0.94103,                0.92077,                0.22502,                0.33164,                0.76571,               0.001387,               0.001387,               0.001387
                    263,                0.28632,                0.44465,                0.84732,                0.84584,                0.98214,                0.94103,                0.91965,                 0.2201,                0.34311,                0.76561,               0.001354,               0.001354,               0.001354
                    264,                0.32338,                0.49961,                0.87103,                0.84713,                0.98214,                0.94107,                0.92056,                0.22352,                0.33645,                0.76641,               0.001321,               0.001321,               0.001321
                    265,                0.33628,                0.52579,                 0.8351,                0.85007,                0.97276,                0.93815,                0.91721,                0.22636,                0.33009,                0.76562,               0.001288,               0.001288,               0.001288
                    266,                0.30949,                0.56117,                0.88605,                 0.8632,                0.96494,                0.93509,                0.91789,                0.22729,                0.32903,                0.76522,               0.001255,               0.001255,               0.001255
                    267,                0.28344,                 3.1805,                0.68509,                0.86943,                 0.9615,                0.93866,                0.92344,                 0.2359,                0.33953,                0.76784,               0.001222,               0.001222,               0.001222
                    268,                0.32268,                0.51143,                0.85023,                0.85751,                0.98214,                0.93268,                0.91877,                0.22872,                0.33577,                0.76748,               0.001189,               0.001189,               0.001189
                    269,                0.30574,                0.46008,                0.89232,                0.86779,                0.95357,                 0.9327,                0.92219,                0.23596,                0.33346,                0.77132,               0.001156,               0.001156,               0.001156
                    270,                0.29976,                0.43574,                0.86251,                0.86927,                0.95357,                0.93635,                0.92352,                  0.237,                0.33497,                0.77543,               0.001123,               0.001123,               0.001123
                    271,                0.30596,                0.59813,                0.88061,                0.86698,                0.96698,                0.93655,                 0.9157,                0.24694,                0.33733,                0.78409,                0.00109,                0.00109,                0.00109
                    272,                0.31068,                0.64904,                0.87091,                0.87497,                0.95345,                0.93362,                0.91738,                0.24212,                0.33918,                0.78315,               0.001057,               0.001057,               0.001057
                    273,                0.31047,                0.47155,                0.85653,                0.87788,                0.95906,                0.93815,                0.92651,                0.23908,                 0.3411,                0.78317,               0.001024,               0.001024,               0.001024
                    274,                0.32844,                0.43636,                0.85977,                0.87201,                0.94844,                0.93839,                0.92172,                0.24064,                0.34319,                0.78419,               0.000991,               0.000991,               0.000991
                    275,                0.30066,                0.50051,                0.86451,                0.87218,                0.94956,                 0.9365,                 0.9161,                0.24787,                0.34437,                0.78704,               0.000958,               0.000958,               0.000958
                    276,                0.30294,                0.47317,                0.84745,                0.87095,                0.94982,                0.93635,                0.92026,                 0.2388,                0.34224,                0.78233,               0.000925,               0.000925,               0.000925
                    277,                0.38485,                0.54229,                0.90141,                0.87234,                0.95104,                 0.9365,                0.92148,                0.23489,                0.33962,                0.78099,               0.000892,               0.000892,               0.000892
                    278,                0.28358,                0.42927,                0.87916,                0.87495,                0.95765,                0.93802,                0.92174,                0.23122,                0.34296,                0.77682,               0.000859,               0.000859,               0.000859
                    279,                 0.3114,                0.48855,                0.84757,                0.85756,                0.95837,                0.94195,                0.92394,                0.22847,                0.33371,                0.77013,               0.000826,               0.000826,               0.000826
                    280,                0.29914,                0.41974,                0.83845,                0.86995,                0.94239,                0.93947,                0.92476,                0.21878,                0.33028,                0.76473,               0.000793,               0.000793,               0.000793
                    281,                 0.3293,                0.44742,                0.86078,                0.86777,                0.93929,                0.93951,                0.92471,                0.21287,                0.32972,                0.76186,                0.00076,                0.00076,                0.00076
                    282,                0.32314,                0.47382,                0.85681,                 0.8596,                0.93929,                0.93832,                0.92615,                0.20638,                0.32419,                0.75985,               0.000727,               0.000727,               0.000727
                    283,                 0.2976,                0.46074,                0.86042,                0.83429,                0.98214,                0.93656,                0.92459,                0.19571,                0.32216,                0.75642,               0.000694,               0.000694,               0.000694
                    284,                0.28192,                0.48455,                0.85563,                 0.8664,                0.92988,                0.93828,                0.92931,                0.19396,                0.31389,                0.75552,               0.000661,               0.000661,               0.000661
                    285,                0.31873,                0.52985,                0.88577,                0.85458,                0.93929,                0.93828,                0.92965,                0.19161,                0.31213,                0.75435,               0.000628,               0.000628,               0.000628
                    286,                0.32218,                0.49918,                0.90192,                0.83579,                0.98214,                0.93988,                0.92672,                0.19126,                0.31122,                0.75366,               0.000595,               0.000595,               0.000595
                    287,                0.26818,                 0.4387,                0.83434,                0.83784,                0.98214,                0.93398,                0.92606,                0.19133,                0.31339,                0.75356,               0.000562,               0.000562,               0.000562
                    288,                0.26571,                0.47562,                0.82971,                0.84343,                0.98214,                 0.9363,                0.92784,                0.19161,                0.31367,                0.75363,               0.000529,               0.000529,               0.000529
                    289,                0.26228,                0.41688,                0.83917,                  0.847,                0.98214,                0.93605,                0.92581,                0.19499,                0.31407,                0.75387,               0.000496,               0.000496,               0.000496
                    290,                0.26998,                0.45583,                 0.8304,                 0.8497,                0.98214,                0.93832,                0.92867,                 0.1992,                0.31378,                 0.7557,               0.000463,               0.000463,               0.000463
                    291,                0.30279,                0.53417,                0.86413,                0.85226,                0.98214,                0.93625,                0.92479,                0.20152,                0.31494,                0.75627,                0.00043,                0.00043,                0.00043
                    292,                0.28659,                 0.5377,                0.87283,                0.85305,                0.98214,                0.93727,                0.92691,                0.19922,                0.31436,                0.75549,               0.000397,               0.000397,               0.000397
                    293,                0.27383,                0.45086,                0.84042,                0.85413,                0.98214,                0.93625,                0.92658,                0.19604,                0.31285,                0.75518,               0.000364,               0.000364,               0.000364
                    294,                 0.2992,                0.45919,                0.87184,                0.87501,                0.96465,                0.93774,                0.93085,                0.19318,                0.31591,                0.75446,               0.000331,               0.000331,               0.000331
                    295,                0.28858,                0.49011,                0.85202,                0.86912,                 0.9778,                0.93625,                0.93114,                 0.1892,                0.31823,                0.75345,               0.000298,               0.000298,               0.000298
                    296,                0.28297,                0.43906,                0.84448,                0.87443,                0.96786,                0.93749,                0.93058,                0.18841,                  0.321,                0.75312,               0.000265,               0.000265,               0.000265
                    297,                0.26988,                0.46812,                 0.8753,                0.86964,                0.97672,                0.93941,                0.93422,                0.18945,                0.31929,                0.75314,               0.000232,               0.000232,               0.000232
                    298,                0.27858,                 0.4332,                 0.8401,                0.87556,                0.96551,                0.93774,                0.92966,                0.18963,                0.31992,                0.75352,               0.000199,               0.000199,               0.000199
                    299,                0.28011,                0.48974,                0.86079,                0.87375,                0.96587,                0.93652,                0.92481,                0.19024,                0.32092,                0.75376,               0.000166,               0.000166,               0.000166
